budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
8000000,Harmonius Claptrap,USA,Duke Johnson,Animation,3442820,Anomalisa,R,5/02/16,90,7.2,David Thewlis,47499,Charlie Kaufman,2015,0.6,33.547,1.174
12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,Project Almanac,PG-13,30/01/15,106,6.4,Amy Landecker,65169,Jason Pagan,2015,0.6,14.031,0.6
4000000,Universal Pictures,USA,Rob Cohen,Mystery,35385560,The Boy Next Door,R,23/01/15,91,4.7,Jennifer Lopez,31057,Barbara Curry,2015,2.328,8.182,0.828
25000000,Bloom,USA,Gus Van Sant,Drama,20083,The Sea of Trees,PG-13,26/08/16,110,5.9,Matthew McConaughey,8519,Chris Sparling,2015,1.69,5.904,0.6
70000000,Forward Pass,USA,Michael Mann,Crime,7097125,Blackhat,R,16/01/15,133,5.4,Chris Hemsworth,44249,Morgan Davis Foehl,2015,2.101,6.774,0.6
8000000,Enderby Entertainment,USA,Daniel Alfredson,Thriller,16458,Blackway,R,10/06/16,90,5.2,Anthony Hopkins,4931,Castle Freeman Jr.,2015,0.828,7.845,0.98
35000000,Metro-Goldwyn-Mayer (MGM),USA,Anne Fletcher,Action,34507079,Hot Pursuit,PG-13,8/05/15,87,5.1,Reese Witherspoon,40431,David Feeney,2015,0.6,8.568,0.6
28000000,Participant Media,USA,David Gordon Green,Comedy,6998324,Our Brand Is Crisis,R,30/10/15,107,6.1,Sandra Bullock,16204,Peter Straughan,2015,1.96,8.16,0.98
8500000,Lionsgate,USA,Henry Hobson,Drama,187112,Maggie,PG-13,8/05/15,95,5.6,Arnold Schwarzenegger,35167,John Scott 3,2015,0.6,6.363,0.6
18000000,Clinica Estetico,USA,Jonathan Demme,Comedy,26822144,Ricki and the Flash,PG-13,7/08/15,101,6,Meryl Streep,18428,Diablo Cody,2015,1.163,20.451,1.429
5000000,Allspark Pictures,USA,Jon M. Chu,Adventure,2184640,Jem and the Holograms,PG,23/10/15,118,4.1,Aubrey Peeples,5640,Ryan Landels,2015,1.872,15.11,0.6
3300000,Blumhouse Productions,USA,David Gelb,Horror,25799043,The Lazarus Effect,PG-13,27/02/15,83,5.2,Olivia Wilde,32659,Luke Dawson,2015,1.4,16.652,0.6
17000000,Mayhem Pictures,USA,Niki Caro,Biography,44469602,"McFarland, USA",PG,20/02/15,129,7.4,Kevin Costner,27814,Christopher Cleveland,2015,3.007,6.774,0.6
12000000,Rocklin \ Faust,USA,David M. Rosenthal,Drama,57017904,The Perfect Guy,PG-13,11/09/15,100,5.6,Sanaa Lathan,7922,Alan B. McElroy,2015,0.6,10.839,1.4
30000000,Columbia Pictures,USA,Andy Fickman,Action,71038190,Paul Blart: Mall Cop 2,PG,17/04/15,94,4.4,Kevin James,27268,Kevin James,2015,0.697,6.465,0.98
14000000,Paramount Pictures,USA,Steve Pink,Comedy,12282677,Hot Tub Time Machine 2,R,20/02/15,93,5.1,Rob Corddry,31612,Josh Heald,2015,1.4,3.647,1.4
7000000,Double Feature Films,USA,Peter Sollett,Biography,532988,Freeheld,PG-13,4/03/16,103,6.5,Julianne Moore,8801,Ron Nyswaner,2015,1.008,5.3,1.094
15000000,Covert Media,USA,Barry Levinson,Comedy,2982281,Rock the Kasbah,R,23/10/15,106,5.5,Bill Murray,8063,Mitch Glazer,2015,1.854,7.625,0.6
125000000,Regency Enterprises,USA,Justin Kurzel,Action,54645723,Assassin's Creed,PG-13,21/12/16,115,5.9,Michael Fassbender,133338,Michael Lesslie,2016,0.716,7.057,0.6
44000000,Warner Bros.,USA,Gavin O'Connor,Action,86198014,The Accountant,R,14/10/16,128,7.4,Ben Affleck,188598,Bill Dubuque,2016,0.941,19.782,0.6
25000000,Levantine Films,USA,Theodore Melfi,Biography,169380936,Hidden Figures,PG,6/01/17,127,7.8,Taraji P. Henson,121818,Allison Schroeder,2016,1.751,2.886,1.4
47000000,Lava Bear Films,USA,Denis Villeneuve,Drama,100546139,Arrival,PG-13,11/11/16,116,8,Amy Adams,391385,Eric Heisserer,2016,4.738,1.176,1.7
125000000,DreamWorks Animation,USA,Mike Mitchell,Animation,153707064,Trolls,PG,4/11/16,92,6.5,Anna Kendrick,49423,Jonathan Aibel,2016,2.11,2.016,1.666
110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,Passengers,PG-13,21/12/16,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,1.553,1.949,0.786
250000000,Warner Bros.,USA,Zack Snyder,Action,330360194,Batman v Superman: Dawn of Justice,PG-13,25/03/16,151,6.6,Ben Affleck,497351,Chris Terrio,2016,3.346,5.615,1.22
45000000,Amblin Partners,USA,Tate Taylor,Crime,75311445,The Girl on the Train,R,7/10/16,112,6.5,Emily Blunt,116916,Erin Cressida Wilson,2016,1.594,10.4,0.6
110000000,Mandeville Films,USA,Robert Schwentke,Action,66002193,Allegiant,PG-13,18/03/16,120,5.7,Shailene Woodley,76550,Noah Oppenheim,2016,0.6,0.6,0.728
25000000,FilmNation Entertainment,USA,John Lee Hancock,Biography,12785093,The Founder,PG-13,20/01/17,100,7.2,Michael Keaton,62193,Robert D. Siegel,2016,0.607,1.388,0.84
40000000,BZ Entertainment,USA,Todd Phillips,Comedy,43017433,War Dogs,R,19/08/16,114,7.1,Jonah Hill,123020,Stephen Chin,2016,3.566,11.644,0.6
140000000,Pyramania,USA,Alex Proyas,Action,31153464,Gods of Egypt,PG-13,26/02/16,127,5.4,Brenton Thwaites,78473,Matt Sazama,2016,2.391,1.926,1.4
19000000,Annapurna Pictures,USA,Greg Tiernan,Animation,97661826,Sausage Party,R,12/08/16,89,6.2,Seth Rogen,133200,Kyle Hunter,2016,0.6,21.188,0.6
36000000,New Line Cinema,USA,David Frankel,Drama,30982955,Collateral Beauty,PG-13,16/12/16,97,6.8,Will Smith,56439,Allan Loeb,2016,1.231,3.413,1.166
33000000,Twentieth Century Fox Film Corporation,USA,Jake Szymanski,Adventure,46007113,Mike and Dave Need Wedding Dates,R,8/07/16,98,6,Zac Efron,61076,Andrew Jay Cohen,2016,1.075,8.459,0.6
17000000,Columbia Pictures,USA,Jaume Collet-Serra,Drama,55121623,The Shallows,PG-13,24/06/16,86,6.3,Blake Lively,87057,Anthony Jaswinski,2016,1.739,11.497,0.6
4900000,New Line Cinema,USA,David F. Sandberg,Horror,67235683,Lights Out,PG-13,22/07/16,81,6.4,Teresa Palmer,80019,Eric Heisserer,2016,2.044,3.384,1.7
135000000,Paramount Pictures,USA,Dave Green,Action,82051601,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,3/06/16,112,6,Megan Fox,64684,Josh Appelbaum,2016,0.6,1.158,0.6
60000000,Laika Entertainment,USA,Travis Knight,Animation,48023088,Kubo and the Two Strings,PG,19/08/16,101,7.8,Charlize Theron,82575,Marc Haimes,2016,0.6,1.38,0.828
8000000,Lakeshore Entertainment,USA,William Brent Bell,Horror,35794166,The Boy,PG-13,22/01/16,97,6,Lauren Cohan,55856,Stacey Menear,2016,0.63,0.98,0.6
45000000,Amblin Partners,USA,Josh Gordon,Comedy,54730514,Office Christmas Party,R,9/12/16,105,5.8,Jason Bateman,37358,Justin Malen,2016,1.306,6.604,0.98
80000000,Walt Disney Pictures,USA,Craig Gillespie,Action,27550735,The Finest Hours,PG-13,29/01/16,117,6.8,Chris Pine,47688,Scott Silver,2016,0.84,3.427,1.618
65000000,Walt Disney Pictures,USA,David Lowery,Action,76204454,Pete's Dragon,PG,12/08/16,102,6.7,Bryce Dallas Howard,41083,David Lowery,2016,0.6,8.898,0.6
13000000,Columbia Pictures,USA,Patricia Riggen,Biography,61693523,Miracles from Heaven,PG,16/03/16,109,7,Jennifer Garner,13373,Christy Beam,2016,0.6,2.579,0.6
26000000,Broad Green Pictures,USA,Mark Waters,Comedy,17664973,Bad Santa 2,R,23/11/16,92,5.5,Billy Bob Thornton,13114,Johnny Rosenthal,2016,0.75,1.951,0.6
130000,Changing Film Productions,USA,Bank Tangjaitrong,Adventure,13557,Till We Meet Again,NOT RATED,25/11/16,105,6.9,John Matton,1248,John Matton,2016,0.6,3.085,0.6
8000000,Cinelou Films,USA,Bruce Beresford,Comedy,685143,Mr. Church,PG-13,16/09/16,104,7.7,Eddie Murphy,18249,Susan McMartin,2016,1.057,4.317,0.996
8500000,CBS Films,USA,Steve Carr,Animation,19985196,Middle School: The Worst Years of My Life,PG,7/10/16,92,6.1,Griffin Gluck,4556,Chris Bowman,2016,0.84,2.503,0.6
