budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
20000000,Warner Bros.,USA,Mark Rosman,Comedy,51438175,A Cinderella Story,PG,16/07/04,95,5.9,Hilary Duff,68595,Leigh Dunlap,2004,0.682,20.232,0.6
60000000,DreamWorks,USA,Steven Spielberg,Comedy,77872883,The Terminal,PG-13,18/06/04,128,7.3,Tom Hanks,330983,Andrew Niccol,2004,7.76,7.05,0.84
12000000,Fox Searchlight Pictures,USA,Alexander Payne,Comedy,71503593,Sideways,R,21/01/05,126,7.5,Paul Giamatti,158415,Rex Pickett,2004,1.425,12.513,0.6
75000000,Columbia Pictures Corporation,USA,Peter Segal,Comedy,120908074,50 First Dates,PG-13,13/02/04,99,6.8,Adam Sandler,283647,George Wing,2004,1.22,5.742,1.22
100000000,Walt Disney Pictures,USA,Jon Turteltaub,Action,173008894,National Treasure,PG,19/11/04,131,6.9,Nicolas Cage,268591,Jim Kouf,2004,1.699,2.258,0.699
25000000,Lions Gate Films,USA,Guy Ferland,Drama,14161590,Dirty Dancing: Havana Nights,PG-13,27/02/04,86,6,Diego Luna,23521,Kate Gunzinger,2004,1.395,37.331,0.6
35000000,Miramax,USA,Tommy O'Haver,Comedy,22918387,Ella Enchanted,PG,9/04/04,96,6.3,Anne Hathaway,51752,Laurie Craig,2004,0.98,21.581,0.84
10000000,Metro-Goldwyn-Mayer (MGM),USA,Joe Nussbaum,Comedy,9436390,Sleepover,PG,9/07/04,89,5.3,Alexa PenaVega,13433,Elisa Bell,2004,0.652,3.087,0.6
10000000,Columbia Pictures,USA,Takashi Shimizu,Horror,110359362,The Grudge,PG-13,22/10/04,91,5.9,Sarah Michelle Gellar,123089,Stephen Susco,2004,1.62,6.167,0.699
165000000,Castle Rock Entertainment,USA,Robert Zemeckis,Animation,183373735,The Polar Express,G,10/11/04,100,6.6,Tom Hanks,134170,Chris Van Allsburg,2004,3.298,8.459,1.96
80000000,Universal Pictures,USA,Jay Roach,Comedy,279261160,Meet the Fockers,PG-13,22/12/04,115,6.3,Ben Stiller,223589,Greg Glienna,2004,1.723,0.734,0.733
80000000,Paramount Pictures,USA,Jonathan Demme,Drama,65955630,The Manchurian Candidate,R,30/07/04,129,6.6,Denzel Washington,91522,Richard Condon,2004,1.163,3.902,1.96
75000000,DreamWorks Animation,USA,Bibo Bergeron,Animation,160861908,Shark Tale,PG,1/10/04,90,6,Will Smith,142203,Michael J. Wilson,2004,0.771,3.6,1.166
45000000,Warner Bros.,USA,D.J. Caruso,Crime,32682342,Taking Lives,R,19/03/04,103,6.2,Angelina Jolie,69195,Michael Pye,2004,1.38,11.497,0.6
110000000,Walden Media,USA,Frank Coraci,Action,24008137,Around the World in 80 Days,PG,16/06/04,120,5.8,Jackie Chan,73536,Jules Verne,2004,1.398,9.282,1.546
60000000,Dimension Films,USA,Todd Phillips,Comedy,88237754,Starsky & Hutch,PG-13,5/03/04,101,6.1,Ben Stiller,125648,William Blinn,2004,3.566,2.085,0.84
45000000,Twentieth Century Fox Film Corporation,USA,John Moore,Action,21009180,Flight of the Phoenix,PG-13,17/12/04,113,6.1,Dennis Quaid,47448,Lukas Heller,2004,0.98,2.98,0.652
23000000,Alcon Entertainment,USA,Andy Cadiff,Comedy,12189514,Chasing Liberty,PG-13,9/01/04,101,6.1,Mandy Moore,31901,Derek Guiley,2004,0.6,3.412,0.6
19000000,Paramount Pictures,USA,Steven Brill,Adventure,58169327,Without a Paddle,PG-13,20/08/04,95,5.9,Matthew Lillard,39199,Fred Wolf,2004,1.4,1.281,2.105
50000000,Morgan Creek Productions,USA,Renny Harlin,Horror,41821986,Exorcist: The Beginning,R,20/08/04,114,5.1,Stellan Skarsgård,29891,William Peter Blatty,2004,2.139,6.729,0.6
24000000,DreamWorks,USA,Robert Luketic,Comedy,17071962,Win a Date with Tad Hamilton!,PG-13,23/01/04,100,5.6,Kate Bosworth,23925,Victor Levin,2004,1.258,3.981,0.907
30000000,Warner Bros.,USA,Dennie Gordon,Comedy,14018364,New York Minute,PG,7/05/04,100,4.9,Mary-Kate Olsen,18830,Emily Fox,2004,2.07,6.454,0.6
18000000,Movision,USA,Michael Radford,Drama,3765585,The Merchant of Venice,R,18/02/05,131,7.1,Al Pacino,31158,William Shakespeare,2004,1.383,18.012,1.62
55000000,Touchstone Pictures,USA,Jay Russell,Action,74541707,Ladder 49,PG-13,1/10/04,115,6.5,Joaquin Phoenix,50406,Lewis Colick,2004,0.619,20.232,0.6
25000000,Screen Gems,USA,Dwight H. Little,Action,32238923,Anacondas: The Hunt for the Blood Orchid,PG-13,27/08/04,97,4.6,Morris Chestnut,23961,Hans Bauer,2004,0.6,3.665,0.84
40000000,Nine Yards Two Productions,USA,Howard Deutch,Comedy,16323969,The Whole Ten Yards,PG-13,9/04/04,98,5.5,Bruce Willis,48262,Mitchell Kapner,2004,1.4,1.678,0.6
35000000,Revolution Studios,USA,Nick Hurran,Comedy,20422207,Little Black Book,PG-13,6/08/04,111,5.3,Brittany Murphy,15844,Melissa Carter,2004,1.099,2.181,0.6
150000000,Warner Bros.,USA,Tim Burton,Adventure,206459076,Charlie and the Chocolate Factory,PG,15/07/05,115,6.7,Johnny Depp,350762,Roald Dahl,2005,6.942,3.2,1.918
53000000,Metro-Goldwyn-Mayer (MGM),USA,F. Gary Gray,Comedy,56046979,Be Cool,PG-13,4/03/05,118,5.7,John Travolta,61786,Elmore Leonard,2005,3.275,2.668,1.305
75000000,DreamWorks Animation,USA,Eric Darnell,Animation,193595521,Madagascar,PG,27/05/05,86,6.9,Chris Rock,294387,Mark Burton,2005,1.214,3.711,0.694
60000000,Twentieth Century Fox Film Corporation,USA,Adam Shankman,Adventure,82571173,Cheaper by the Dozen 2,PG,21/12/05,94,5.5,Steve Martin,46237,Sam Harper,2005,0.6,2.074,0.84
62000000,Paramount Pictures,USA,Karyn Kusama,Action,25857987,Æon Flux,PG-13,2/12/05,93,5.5,Charlize Theron,114477,Phil Hay,2005,1.012,1.397,0.6
22000000,Di Bonaventura Pictures,USA,Mikael Håfström,Crime,36024076,Derailed,R,11/11/05,108,6.6,Clive Owen,65085,Stuart Beattie,2005,1.261,1.465,0.732
50000000,Regency Enterprises,USA,Marc Forster,Drama,3626883,Stay,R,21/10/05,99,6.9,Ewan McGregor,65389,David Benioff,2005,1.429,6.507,3.222
20000000,Miramax,USA,John Madden,Drama,7524766,Proof,PG-13,7/10/05,100,6.8,Gwyneth Paltrow,38387,David Auburn,2005,1.96,23.05,0.98
50000000,DreamWorks,USA,Hideo Nakata,Horror,76231249,The Ring Two,PG-13,18/03/05,110,5.4,Naomi Watts,78527,Ehren Kruger,2005,1.775,4.745,1.317
84000000,New Line Cinema,USA,Lawrence Guterman,Comedy,17018422,Son of the Mask,PG,18/02/05,94,2.2,Jamie Kennedy,44519,Lance Khazei,2005,0.88,23.05,1.4
30000000,Touchstone Pictures,USA,Walter Salles,Drama,25473352,Dark Water,PG-13,8/07/05,105,5.6,Jennifer Connelly,53073,Kôji Suzuki,2005,0.828,1.7,0.979
40000000,Cent Productions Inc.,USA,Jim Sheridan,Biography,30981850,Get Rich or Die Tryin',R,9/11/05,117,5.1,50 Cent,38564,Terence Winter,2005,0.766,13.092,1.4
18000000,Revolution Studios,USA,Rupert Wainwright,Horror,29511112,The Fog,PG-13,14/10/05,100,3.6,Tom Welling,30834,Cooper Layne,2005,1.116,11.589,0.6
35000000,Warner Bros.,USA,Niki Caro,Drama,18324242,North Country,R,21/10/05,126,7.3,Charlize Theron,34660,Michael Seitzman,2005,3.007,6.415,1.4
100000000,Columbia Pictures Corporation,USA,Dean Parisot,Comedy,110332737,Fun with Dick and Jane,PG-13,21/12/05,90,6.1,Jim Carrey,117210,Judd Apatow,2005,0.947,1.22,2.832
22000000,Columbia Pictures Corporation,USA,Mike Bigelow,Comedy,22264487,Deuce Bigalow: European Gigolo,R,12/08/05,83,4.6,Rob Schneider,43334,Harris Goldberg,2005,0.702,3.6,1.4
30000000,Miramax,USA,Lasse Hallström,Adventure,8586392,An Unfinished Life,PG-13,16/09/05,108,7,Jennifer Lopez,25594,Mark Spragg,2005,0.691,5.12,0.6
45000000,Castle Rock Entertainment,USA,John Pasquin,Action,48478006,Miss Congeniality 2: Armed and Fabulous,PG-13,24/03/05,115,5,Sandra Bullock,56280,Marc Lawrence,2005,0.708,7.346,0.623
30000000,Fox 2000 Pictures,USA,Bobby Farrelly,Comedy,42071069,Fever Pitch,PG-13,8/04/05,104,6.2,Drew Barrymore,37872,Lowell Ganz,2005,0.6,10.4,1.4
135000000,Columbia Pictures Corporation,USA,Rob Cohen,Action,32116746,Stealth,PG-13,29/07/05,121,5,Josh Lucas,47130,W.D. Richter,2005,2.328,9.395,1.4
45000000,Universal Pictures,USA,Jesse Dylan,Comedy,52580895,Kicking & Screaming,PG,13/05/05,95,5.6,Will Ferrell,31788,Leo Benvenuti,2005,0.6,2.702,1.422
900000,Andrea Sperling Productions,USA,Jamie Babbit,Crime,381186,The Quiet,R,25/08/06,96,6.4,Camilla Belle,13952,Abdi Nazemian,2005,1.07,4.848,0.6
35000000,Columbia Pictures Corporation,USA,Kevin Rodney Sullivan,Comedy,68915888,Guess Who,PG-13,25/03/05,105,5.9,Ashton Kutcher,35503,William Rose,2005,1.4,1.564,0.6
20000000,Screen Gems,USA,Stephen Kay,Drama,46752382,Boogeyman,PG-13,4/02/05,89,4.1,Barry Watson,27378,Eric Kripke,2005,0.6,19.714,1.629
2500000,REN-Mar Studios,USA,Marcos Siega,Comedy,305688,Pretty Persuasion,R,15/06/07,100,6.6,Evan Rachel Wood,9036,Skander Halim,2005,1.132,2.585,0.6
10000000,Milkshake Films,USA,Danny Cannon,Drama,4280577,Goal! The Dream Begins,PG-13,12/05/06,118,6.7,Kuno Becker,53872,Mike Jefferies,2005,0.6,3.6,0.6
80000000,Miramax,USA,John Dahl,Action,10166502,The Great Raid,R,12/08/05,132,6.7,Benjamin Bratt,19340,William B. Breuer,2005,1.26,6.241,0.6
1000000,Rogue Pictures,USA,Jeff Wadlow,Drama,10047674,Cry_Wolf,PG-13,16/09/05,90,5.9,Julian Morris,23845,Jeff Wadlow,2005,0.6,4.249,2.04
30000000,Paramount Pictures,USA,Richard Linklater,Comedy,32868349,Bad News Bears,PG-13,22/07/05,113,5.8,Billy Bob Thornton,18270,Bill Lancaster,2005,2.819,11.497,0.94
33100000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,16808336,Rebound,PG,1/07/05,86,5.1,Martin Lawrence,11109,William Wolff,2005,0.84,6.353,0.6
40000000,Revolution Studios,USA,Stephen Herek,Action,19699706,Man of the House,PG-13,25/02/05,100,5.4,Tommy Lee Jones,20682,John J. McLaughlin,2005,0.66,9.497,1.02
1000000,Junebug Movie,USA,Phil Morrison,Comedy,2678691,Junebug,R,16/09/05,106,7,Embeth Davidtz,19828,Angus MacLachlan,2005,0.677,3.087,0.728
30000000,Morgan Creek Productions,USA,Paul Schrader,Drama,251495,Dominion: Prequel to the Exorcist,R,20/05/05,117,5.3,Stellan Skarsgård,8626,William Wisher,2005,0.6,7.057,1.284
40000000,Touchstone Pictures,USA,Christopher Nolan,Drama,53089891,The Prestige,PG-13,20/10/06,130,8.5,Christian Bale,943597,Jonathan Nolan,2006,19.012,15.11,2.801
90000000,Warner Bros.,USA,Martin Scorsese,Crime,132384315,The Departed,R,6/10/06,151,8.5,Leonardo DiCaprio,962185,William Monahan,2006,5.362,5.211,0.98
225000000,Walt Disney Pictures,USA,Gore Verbinski,Action,423315812,Pirates of the Caribbean: Dead Man's Chest,PG-13,7/07/06,151,7.3,Johnny Depp,567704,Ted Elliott,2006,3.384,15.992,2.251
35000000,Fox 2000 Pictures,USA,David Frankel,Comedy,124740460,The Devil Wears Prada,PG-13,30/06/06,109,6.8,Anne Hathaway,308388,Aline Brosh McKenna,2006,1.231,6.766,0.84
55000000,Columbia Pictures Corporation,USA,Gabriele Muccino,Biography,163566459,The Pursuit of Happyness,PG-13,15/12/06,117,8,Will Smith,369367,Steve Conrad,2006,1.42,18.012,1.092
8000000,Fox Searchlight Pictures,USA,Jonathan Dayton,Comedy,59891098,Little Miss Sunshine,R,18/08/06,101,7.8,Steve Carell,381001,Michael Arndt,2006,0.978,0.6,1.47
20000000,DreamWorks,USA,Andy Fickman,Comedy,2339735,She's the Man,PG-13,17/03/06,105,6.4,Amanda Bynes,125579,Ewan Leslie,2006,0.697,6.167,0.6
85000000,Universal Pictures,USA,Justin Lin,Action,62514415,The Fast and the Furious: Tokyo Drift,PG-13,16/06/06,104,6,Lucas Black,199003,Chris Morgan,2006,1.384,2.474,1.858
125000000,Columbia Pictures,USA,Ron Howard,Mystery,217536138,The Da Vinci Code,PG-13,19/05/06,149,6.6,Tom Hanks,345008,Akiva Goldsman,2006,4.23,3.093,4.145
35000000,Fox 2000 Pictures,USA,Ridley Scott,Comedy,7458269,A Good Year,PG-13,10/11/06,117,6.9,Russell Crowe,76333,Marc Klein,2006,3.975,6.436,0.919
45000000,Universal Pictures,USA,Spike Lee,Crime,88513495,Inside Man,R,24/03/06,129,7.6,Denzel Washington,290361,Russell Gewirtz,2006,2.337,5.965,0.6
16000000,New Line Cinema,USA,Jonathan Liebesman,Horror,39517763,The Texas Chainsaw Massacre: The Beginning,R,6/10/06,91,5.9,Jordana Brewster,59869,Sheldon Turner,2006,0.84,6.729,0.6
70000000,Columbia Pictures Corporation,USA,Frank Coraci,Comedy,137355633,Click,PG-13,23/06/06,107,6.4,Adam Sandler,263834,Steve Koren,2006,1.398,1.733,1.4
12000000,Touchstone Pictures,USA,Anne Fletcher,Crime,65328121,Step Up,PG-13,11/08/06,104,6.5,Channing Tatum,97712,Duane Adler,2006,0.6,9.282,0.6
150000000,Paramount Pictures,USA,J.J. Abrams,Action,134029801,Mission: Impossible III,PG-13,5/05/06,126,6.9,Tom Cruise,275630,Alex Kurtzman,2006,2.518,1.873,3.563
110000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,250863268,Night at the Museum,PG,22/12/06,108,6.4,Ben Stiller,257969,Robert Ben Garant,2006,0.856,4.78,1.036
75000000,Columbia Pictures,USA,Gil Kenan,Animation,73661010,Monster House,PG,21/07/06,91,6.6,Mitchel Musso,79512,Dan Harmon,2006,0.652,2.598,1.992
20000000,Screen Gems,USA,Renny Harlin,Action,23292105,The Covenant,PG-13,8/09/06,97,5.3,Steven Strait,41469,J.S. Cardone,2006,2.139,4.104,0.6
160000000,Warner Bros.,USA,Wolfgang Petersen,Action,60674817,Poseidon,PG-13,12/05/06,98,5.6,Richard Dreyfuss,86466,Mark Protosevich,2006,1.721,4.335,0.6
23000000,Universal Pictures,USA,Steve Pink,Comedy,36323505,Accepted,PG-13,18/08/06,93,6.5,Justin Long,110788,Adam Cooper,2006,1.4,37.331,1.22
38000000,Columbia Pictures,USA,Marc Forster,Comedy,40137776,Stranger Than Fiction,PG-13,10/11/06,113,7.6,Will Ferrell,196901,Zach Helm,2006,1.429,1.639,0.6
63000000,Paramount Pictures,USA,Oliver Stone,Drama,70278893,World Trade Center,PG-13,9/08/06,129,6,Nicolas Cage,70654,Andrea Berloff,2006,5.109,18.012,0.656
80000000,DreamWorks Animation,USA,Tim Johnson,Animation,155019340,Over the Hedge,PG,19/05/06,83,6.8,Bruce Willis,136214,Len Blum,2006,1.4,5.247,0.627
12000000,Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Comedy,18595716,Aquamarine,PG,3/03/06,100,5.3,Emma Roberts,33023,John Quaintance,2006,1.166,8.359,0.608
20000000,Twentieth Century Fox Film Corporation,USA,John Bonito,Action,18843314,The Marine,PG-13,13/10/06,92,4.7,John Cena,28911,Michelle Gallagher,2006,0.6,2.547,0.6
25000000,Twentieth Century Fox Film Corporation,USA,John Moore,Horror,54607383,The Omen,R,6/06/06,110,5.5,Liev Schreiber,50944,David Seltzer,2006,0.98,6.729,1.223
70000000,Touchstone Pictures,USA,Andrew Davis,Action,55011732,The Guardian,PG-13,29/09/06,139,6.9,Kevin Costner,78977,Ron L. Brinkerhoff,2006,2.28,9.839,1.115
65000000,Metro-Goldwyn-Mayer (MGM),USA,Shawn Levy,Adventure,82226474,The Pink Panther,PG,10/02/06,93,5.6,Steve Martin,70105,Len Blum,2006,0.856,2.696,0.627
10000000,DEJ Productions,USA,Victor Salva,Drama,3960414,Peaceful Warrior,PG-13,23/06/06,100,7.3,Scott Mechlowicz,22445,Kevin Bernhardt,2006,0.6,8.323,0.6
35000000,Revolution Studios,USA,Peter Hewitt,Action,11631245,Zoom,PG,11/08/06,100,4.3,Tim Allen,16115,Adam Rifkin,2006,0.702,6.454,1.286
80000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,195330621,Ice Age: The Meltdown,PG,31/03/06,91,6.9,Ray Romano,211943,Peter Gaulke,2006,1.243,6.766,0.6
28000000,Focus Features,USA,Allen Coulter,Biography,14415222,Hollywoodland,R,8/09/06,126,6.5,Adrien Brody,30288,Paul Bernbaum,2006,1.128,3.384,0.608
52000000,Alcon Entertainment,USA,Richard Donner,Action,36883539,16 Blocks,PG-13,3/03/06,102,6.6,Bruce Willis,116840,Richard Wenk,2006,2.226,7.903,0.6
54000000,Universal Pictures,USA,Anthony Russo,Comedy,75628110,"You, Me and Dupree",PG-13,14/07/06,110,5.6,Kate Hudson,71458,Michael LeSieur,2006,2.811,4.998,1.566
12000000,Plan B Entertainment,USA,Ryan Murphy,Comedy,6754898,Running with Scissors,R,27/10/06,122,6.2,Joseph Cross,20590,Ryan Murphy,2006,0.6,9.763,0.6
30000000,New Line Cinema,USA,Liz Friedlander,Drama,34742066,Take the Lead,PG-13,7/04/06,118,6.7,Antonio Banderas,22722,Dianne Houston,2006,1.528,2.1,0.84
40000000,Twentieth Century Fox Film Corporation,USA,John Whitesell,Comedy,70165972,Big Momma's House 2,PG-13,27/01/06,99,4.6,Martin Lawrence,34616,Don Rhymer,2006,1.549,2.181,0.863
3700000,Rick Lashbrook Films,USA,Simon Brand,Crime,144397,Unknown,NOT RATED,31/08/07,85,6.5,Jim Caviezel,27012,Matthew Waynee,2006,0.6,2.503,0.6
45000000,Last Holiday Productions,USA,Wayne Wang,Comedy,38360195,Last Holiday,PG-13,13/01/06,112,6.4,Queen Latifah,23013,Jeffrey Price,2006,0.833,4.975,0.735
32000000,Sunset Gower Studios,USA,Steven Soderbergh,Drama,1308696,The Good German,R,19/01/07,105,6.1,George Clooney,22267,Paul Attanasio,2006,3.202,10.839,0.766
100000000,Universal Pictures,USA,Ridley Scott,Biography,130164645,American Gangster,R,2/11/07,157,7.8,Denzel Washington,342994,Steven Zaillian,2007,3.975,2.295,1.832
25000000,Dimension Films,USA,Mikael Håfström,Horror,71985628,1408,PG-13,22/06/07,104,6.8,John Cusack,226504,Matt Greenberg,2007,1.261,7.057,0.6
45000000,Revolution Studios,USA,Julie Taymor,Drama,24343673,Across the Universe,PG-13,12/10/07,133,7.4,Evan Rachel Wood,96537,Dick Clement,2007,0.7,3.124,0.968
20000000,DreamWorks,USA,D.J. Caruso,Drama,80209692,Disturbia,PG-13,13/04/07,105,6.9,Shia LaBeouf,196330,Christopher Landon,2007,1.38,8.868,0.6
32000000,New Line Cinema,USA,Joel Schumacher,Mystery,35193167,The Number 23,R,23/02/07,101,6.4,Jim Carrey,174137,Fernley Phillips,2007,2.287,11.673,0.6
55000000,Lionsgate,USA,James Mangold,Adventure,53606916,3:10 to Yuma,R,7/09/07,122,7.7,Russell Crowe,252471,Halsted Welles,2007,1.441,9.675,0.6
160000000,DreamWorks Animation,USA,Chris Miller,Animation,320706665,Shrek the Third,PG,18/05/07,93,6.1,Mike Myers,230142,Jeffrey Price,2007,0.6,6.517,0.735
175000000,Universal Pictures,USA,Tom Shadyac,Comedy,100462298,Evan Almighty,PG,22/06/07,96,5.4,Steve Carell,121468,Steve Oedekerk,2007,0.766,6.4,1.22
32000000,Columbia Pictures,USA,David Slade,Horror,39568996,30 Days of Night,R,19/10/07,113,6.6,Josh Hartnett,146606,Steve Niles,2007,1.052,5.713,0.6
10000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,63300095,Saw IV,R,26/10/07,93,5.9,Tobin Bell,119307,Patrick Melton,2007,1.795,10.412,0.728
85000000,Warner Bros.,USA,Steven Soderbergh,Crime,117154724,Ocean's Thirteen,PG-13,8/06/07,122,6.9,George Clooney,274708,Brian Koppelman,2007,3.202,3.311,0.84
60000000,DreamWorks,USA,Bobby Farrelly,Comedy,36787257,The Heartbreak Kid,R,5/10/07,116,5.8,Ben Stiller,75859,Scot Armstrong,2007,0.6,5.278,1.522
75000000,Universal Pictures,USA,Mike Nichols,Biography,66661095,Charlie Wilson's War,R,21/12/07,102,7.1,Tom Hanks,94070,Aaron Sorkin,2007,1.03,4.644,2.725
130000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,131921738,Fantastic 4: Rise of the Silver Surfer,PG,15/06/07,92,5.6,Ioan Gruffudd,223740,Don Payne,2007,0.764,9.497,1.4
39000000,New Line Cinema,USA,Michael Davis,Action,12807139,Shoot 'Em Up,R,7/09/07,86,6.7,Clive Owen,134902,Michael Davis,2007,0.6,4.257,1.4
130000000,Walt Disney Pictures,USA,Jon Turteltaub,Action,219964115,National Treasure: Book of Secrets,PG,21/12/07,124,6.5,Nicolas Cage,193052,Marianne Wibberley,2007,1.699,9.839,0.84
150000000,Walt Disney Animation Studios,USA,Stephen J. Anderson,Animation,97822171,Meet the Robinsons,G,30/03/07,95,6.9,Daniel Hansen,72807,Jon Bernstein,2007,1.22,3.793,0.6
20000000,Twentieth Century Fox Film Corporation,USA,James Wan,Action,9525276,Death Sentence,R,31/08/07,105,6.8,Kevin Bacon,62804,Ian Mackenzie Jeffers,2007,4.655,0.6,0.84
60000000,Fox 2000 Pictures,USA,Tim Hill,Animation,217326974,Alvin and the Chipmunks,PG,14/12/07,92,5.2,Jason Lee,62132,Jon Vitti,2007,1.821,5.563,1.4
20000000,Avi Arad & Associates,USA,Sean McNamara,Comedy,10005534,Bratz,PG,3/08/07,100,2.9,Skyler Shaye,15573,Susan Estelle Jansen,2007,0.794,4.801,0.6
80000000,Warner Bros.,USA,Oliver Hirschbiegel,Sci-Fi,15071514,The Invasion,PG-13,17/08/07,99,5.9,Nicole Kidman,67939,David Kajganich,2007,0.84,3.17,1.467
18000000,Capitol Films,USA,Sidney Lumet,Crime,7083025,Before the Devil Knows You're Dead,R,26/10/07,117,7.3,Philip Seymour Hoffman,85707,Kelly Masterson,2007,2.277,1.677,0.652
35000000,Apatow Productions,USA,Jake Kasdan,Comedy,18317151,Walk Hard: The Dewey Cox Story,R,21/12/07,96,6.7,John C. Reilly,58230,Judd Apatow,2007,1.105,30.166,2.832
10000000,Focus Features,USA,Dave Meyers,Horror,16472961,The Hitcher,R,19/01/07,84,5.6,Sean Bean,36616,Eric Red,2007,0.608,3.6,0.828
19000000,Screen Gems,USA,Nimród Antal,Horror,19363565,Vacancy,R,20/04/07,85,6.2,Kate Beckinsale,84066,Mark L. Smith,2007,1.22,18.185,1.4
20000000,DreamWorks,USA,Marc Forster,Drama,15800078,The Kite Runner,PG-13,11/01/08,128,7.6,Khalid Abdalla,71096,David Benioff,2007,1.429,16.652,3.222
60795000,Revolution Studios,USA,James Foley,Crime,23984949,Perfect Stranger,R,13/04/07,109,5.7,Halle Berry,39651,Todd Komarnicki,2007,0.996,3.811,0.6
21000000,Columbia Pictures,USA,James Gray,Crime,28563179,We Own the Night,R,12/10/07,117,6.9,Joaquin Phoenix,75706,James Gray,2007,0.6,10.507,0.788
5000000,American Zoetrope,USA,Francis Ford Coppola,Drama,244397,Youth Without Youth,R,26/10/07,124,6.3,Tim Roth,11873,Mircea Eliade,2007,2.929,3.819,0.6
70000000,Warner Bros.,USA,Neil Jordan,Crime,36793804,The Brave One,R,14/09/07,122,6.8,Jodie Foster,52932,Roderick Taylor,2007,1.701,0.84,0.6
20000000,The Weinstein Company,USA,Shari Springer Berman,Comedy,25925170,The Nanny Diaries,PG-13,24/08/07,106,6.2,Scarlett Johansson,51024,Emma McLaughlin,2007,0.716,0.84,0.6
20000000,Twentieth Century Fox Film Corporation,USA,Marcus Nispel,Action,10232081,Pathfinder,R,13/04/07,99,5.4,Karl Urban,38839,Laeta Kalogridis,2007,0.6,5.748,1.073
22000000,New Line Cinema,USA,Craig Gillespie,Comedy,25628629,Mr. Woodcock,PG-13,14/09/07,100,5.2,Billy Bob Thornton,32229,Michael Carnes,2007,0.84,8.459,0.6
16500000,Morgan Creek Productions,USA,Joe Nussbaum,Comedy,11892415,Sydney White,PG-13,21/09/07,108,6.3,Amanda Bynes,40178,Chad Gomez Creasey,2007,0.652,15.992,0.6
45000000,New Line Cinema,USA,Mike Newell,Drama,4607608,Love in the Time of Cholera,R,16/11/07,139,6.4,Javier Bardem,20111,Ronald Harwood,2007,1.16,4.698,0.84
40000000,Warner Bros.,USA,Stephen Hopkins,Horror,25117498,The Reaping,R,5/04/07,99,5.7,Hilary Swank,38837,Carey Hayes,2007,1.111,10.4,0.6
16000000,Paramount Vantage,USA,Michael Winterbottom,Biography,9176787,A Mighty Heart,R,22/06/07,108,6.7,Angelina Jolie,24917,John Orloff,2007,0.757,1.096,0.6
20000000,Fox Atomic,USA,Tom Brady,Comedy,13349251,The Comebacks,PG-13,19/10/07,107,4.2,David Koechner,10302,Ed Yeager,2007,0.681,4.878,0.6
185000000,Warner Bros.,USA,Christopher Nolan,Action,534858444,The Dark Knight,PG-13,18/07/08,152,9,Christian Bale,1839571,Jonathan Nolan,2008,19.012,22.44,2.801
52000000,Universal Pictures,USA,Phyllida Lloyd,Comedy,144130063,Mamma Mia!,PG-13,18/07/08,108,6.4,Meryl Streep,157292,Catherine Johnson,2008,0.75,4.333,0.88
150000000,Warner Bros.,USA,David Fincher,Drama,127509326,The Curious Case of Benjamin Button,PG-13,25/12/08,166,7.8,Brad Pitt,495968,Eric Roth,2008,11.286,5.841,2.016
6000000,Wild Bunch,USA,Darren Aronofsky,Drama,26236603,The Wrestler,R,30/01/09,109,7.9,Mickey Rourke,263945,Robert D. Siegel,2008,3.25,3.793,0.84
25000000,Paramount Pictures,USA,Matt Reeves,Action,80048433,Cloverfield,PG-13,18/01/08,85,7,Mike Vogel,319809,Drew Goddard,2008,2.757,9.763,2.065
185000000,Paramount Pictures,USA,Steven Spielberg,Action,317101119,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,22/05/08,122,6.2,Harrison Ford,358563,David Koepp,2008,7.76,6.077,4.299
145000000,Universal Pictures,USA,Rob Cohen,Action,102491776,The Mummy: Tomb of the Dragon Emperor,PG-13,1/08/08,112,5.2,Brendan Fraser,128515,Alfred Gough,2008,2.328,2.79,1.96
70000000,Warner Bros.,USA,Ridley Scott,Action,39394666,Body of Lies,R,10/10/08,128,7.1,Leonardo DiCaprio,185521,William Monahan,2008,3.975,5.965,0.98
130000000,DreamWorks Animation,USA,Mark Osborne,Animation,215434591,Kung Fu Panda,PG,6/06/08,92,7.6,Jack Black,339024,Jonathan Aibel,2008,0.98,19.287,1.666
75000000,Metro-Goldwyn-Mayer (MGM),USA,Bryan Singer,Drama,83077833,Valkyrie,PG-13,25/12/08,121,7.1,Tom Cruise,197529,Christopher McQuarrie,2008,2.061,4.975,2.468
70000000,Warner Bros.,USA,Andy Tennant,Action,70231041,Fool's Gold,PG-13,8/02/08,112,5.7,Matthew McConaughey,64098,John Claflin,2008,1.838,1.22,0.983
55000000,Columbia Pictures,USA,Gabriele Muccino,Drama,69951824,Seven Pounds,PG-13,19/12/08,123,7.7,Will Smith,249856,Grant Nieporte,2008,1.42,9.675,0.6
